GIF_ID,File_Name,Caption,Enhanced_Caption,VADER_Emotion,BERT_Emotion
zL1dS1DJDvg6Q,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/zL1dS1DJDvg6Q.gif,Kermit The Frog Muppets GIF,kesst kerst kerst kerstt kerstt kerstt kerst,Neutral,Sadness
ayuqM0h0QKXVS,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/ayuqM0h0QKXVS.gif,dr strangelove phone GIF,a man sitting in front of a computer,Neutral,Sadness
l3iFkFhEGAme4,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/l3iFkFhEGAme4.gif,titanic kate winslet GIF,a man in a suit and tie is holding a bag,Neutral,Sadness
105nDZSgnQHeEg,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/105nDZSgnQHeEg.gif,Michael Cera Want GIF,a man wearing a black jacket,Neutral,Sadness
142a3ycYK7biCI,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/142a3ycYK7biCI.gif,dumb and dumber television GIF,a man with his hands up in the air,Neutral,Happiness
11J6HQutnctcU8,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/11J6HQutnctcU8.gif,i love him so much richard speight jr GIF,a man with a mustache and a mustache,Neutral,Sadness
pLnxbpVosgjE4,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/pLnxbpVosgjE4.gif,Wonder Woman Beach GIF,a man and woman on the beach,Neutral,Happiness
dtBjNKf61Wqqc,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/dtBjNKf61Wqqc.gif,wizard of oz GIF,a scene from the wizard ' s lair,Neutral,Happiness
eRppSyIp9brag,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/eRppSyIp9brag.gif,dumb and dumber GIF,an older woman with a quote on her face,Neutral,Happiness
ELHalaD1wIaLS,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/ELHalaD1wIaLS.gif,leonardo dicaprio facts GIF,a man in a tuxed tuxed tuxed tuxed tuxed tuxed tuxed tuxed,Neutral,Sadness
xUBEykINuR8w8,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/xUBEykINuR8w8.gif,the virgin suicides GIF,a group of girls laying on a bed,Neutral,Sadness
m2waAXhvLA0KI,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/m2waAXhvLA0KI.gif,back to the future GIF,a man in a hat and coat talking to another man,Neutral,Sadness
ghunn7VEJjj32,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/ghunn7VEJjj32.gif,game of thrones GIF,the walking dead season 3 episode 3,Sadness,Happiness
vFa3GwYAAAZyM,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/vFa3GwYAAAZyM.gif,Sexy GIF,a man and woman sitting on a bed,Neutral,Happiness
bQC7ZxmQ3LdLO,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/bQC7ZxmQ3LdLO.gif,I Want You Flirting GIF,a cat in a witch costume is standing on a broom,Sadness,Sadness
sVhSmYghQt4A0,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/sVhSmYghQt4A0.gif,paris hilton ok GIF by RealityTVGIFs,a woman sitting at a table with a cell,Neutral,Sadness
10J0Gj2jWO9tKg,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/10J0Gj2jWO9tKg.gif,bruce lee shock GIF,a man with a shirt on,Neutral,Happiness
BOgJCZ69lAuuQ,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/BOgJCZ69lAuuQ.gif,harry styles sleeping GIF,a woman sleeping on a bed,Neutral,Sadness
3oz8xIQbm340RYxX8c,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/3oz8xIQbm340RYxX8c.gif,Blinking Keke Palmer GIF by BET,a woman sitting on a bench,Neutral,Sadness
BsZ8JyNQ1Ji9y,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/BsZ8JyNQ1Ji9y.gif,batman joker GIF,a group of people in costumes and masks,Neutral,Happiness
j5ncTQKEIROne,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/j5ncTQKEIROne.gif,Go Home Backstabbing Friends GIF,"a boy with a mustache and a quote that says, you ' re, you ' re, you",Neutral,Happiness
TU4IsbLjx9G2Q,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/TU4IsbLjx9G2Q.gif,mockingjay part 2 film GIF,a woman with yellow hair,Neutral,Sadness
RH9UkgS6sKozm,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/RH9UkgS6sKozm.gif,Rudolph The Red Nosed Reindeer Christmas GIF,rudolph and rudolph the reindeer,Neutral,Happiness
xT1R9D5z2Xm1pok6Na,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/xT1R9D5z2Xm1pok6Na.gif,Japan Japanese GIF,a man in a bathroom,Neutral,Sadness
xo6QL3gjGMimA,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/xo6QL3gjGMimA.gif,excited leonardo dicaprio GIF,a man with no shirt,Sadness,Sadness
aPN2C7ZONEwEe5PNXj,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/aPN2C7ZONEwEe5PNXj.gif,Happy I Love You GIF by Warner Bros. Deutschland,a young man in a plaid shirt holding a white object,Neutral,Sadness
Nx2Lx1RmLadtC,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/Nx2Lx1RmLadtC.gif,Jack Nicholson Deal With It GIF,a man in a car with a cell,Neutral,Sadness
JUh0yTz4h931K,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/JUh0yTz4h931K.gif,Magnify Rick Moranis GIF,a group of people,Neutral,Happiness
dR4VPbfL9ejKg,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/dR4VPbfL9ejKg.gif,old man GIF,a woman and a man in a room,Neutral,Happiness
P9SmzhwWh6NWg,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/P9SmzhwWh6NWg.gif,Animated GIF,a man in a suit and tie,Neutral,Happiness
dcYAV9k3EZPTG,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/dcYAV9k3EZPTG.gif,steve martin asshat GIF,a man in a chef ' s uniform talking to a man in a chef ' s uniform,Neutral,Sadness
HLsevXffIdQqI,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/HLsevXffIdQqI.gif,frozen trailers GIF,a woman in a purple sweater,Neutral,Happiness
IImnQWkEDwYzC,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/IImnQWkEDwYzC.gif,tom hanks quote GIF,a man holding a gun,Sadness,Sadness
1Mng0gXC5Tpcs,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/1Mng0gXC5Tpcs.gif,doctor who dancing GIF by Cheezburger,a robot in a field,Neutral,Happiness
bo5pJyxUr3R9C,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/bo5pJyxUr3R9C.gif,Ryan Gosling Drive GIF,a man in a white jacket with yellow paint on his back,Neutral,Sadness
kVA5mbyY6Z6AU,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/kVA5mbyY6Z6AU.gif,Reaction GIF,a man with a black hat and a black shirt,Neutral,Sadness
3o7abBAEIlO4kWucQ8,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/3o7abBAEIlO4kWucQ8.gif,Movie GIF by Star Wars,a yoorm sitting in a chair,Neutral,Sadness
6U6sno5AkUsOQ,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/6U6sno5AkUsOQ.gif,Shocked Disney GIF,a white stuffed bird,Neutral,Happiness
liUBWvASzqP0k,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/liUBWvASzqP0k.gif,Jimmy Fallon Hello GIF,a woman with a ring on her finger,Neutral,Happiness
DliyTFVc86qgE,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/DliyTFVc86qgE.gif,dirty harry GIF,a man with a quote on his face,Neutral,Happiness
d2Z7rMZnwEzolYQ0,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/d2Z7rMZnwEzolYQ0.gif,90S Catherine Ohara GIF by Home Alone,a bed with a red blanket,Neutral,Sadness
Jr7YlhsCbwZDG,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/Jr7YlhsCbwZDG.gif,Sorry GIF,a woman with blonde hair,Neutral,Happiness
io3Y035fPzJKM,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/io3Y035fPzJKM.gif,ferris buellers day off cough GIF,a young man in a red sweater,Neutral,Happiness
gZq7GstcdqVXi,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/gZq7GstcdqVXi.gif,Excited Katy Perry GIF by Katy Perry GIF Party,a woman with pink hair and a black shirt,Neutral,Sadness
12bO6mIZRgRHKU,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/12bO6mIZRgRHKU.gif,friends GIF,a man in a towel and a towel on his head,Neutral,Sadness
c35RMDO6luMaQ,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/c35RMDO6luMaQ.gif,Mr Bean GIF,a man in a suit and tie sitting on a train,Neutral,Happiness
jzW66XbRwIePK,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/jzW66XbRwIePK.gif,waynes world comedy GIF,a woman with blonde hair,Neutral,Happiness
3o85xzYIHuDl00se3K,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/3o85xzYIHuDl00se3K.gif, ,a group of people sitting around a table,Neutral,Sadness
vzpy2NjOKdeyk,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/vzpy2NjOKdeyk.gif,sad jon stewart GIF,a man sitting on a couch with a teddy bear,Neutral,Sadness
44p9S3IjhXjdS,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/44p9S3IjhXjdS.gif,ace ventura GIF,a man in a white shirt,Neutral,Happiness
EWdsP9gHR9OFy,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/EWdsP9gHR9OFy.gif,Mad Emma Stone GIF,a woman with a surprised expression in a movie,Neutral,Happiness
vhfXOHbsMSY8g,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/vhfXOHbsMSY8g.gif,johnny depp goodbye GIF,a man with a black hair and a white face,Neutral,Happiness
hsAJkbDnO8avm,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/hsAJkbDnO8avm.gif,Home Alone Pepsi GIF,a group of people sitting around a table,Neutral,Sadness
z1cfTvIuE3bry,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/z1cfTvIuE3bry.gif,weird science GIF,a man wearing a baseball cap,Neutral,Happiness
gsfQaYI6szUtO,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/gsfQaYI6szUtO.gif,unimpressed james bond GIF,a man in a suit and tie standing in a room,Neutral,Happiness
Xh1vgIUkJbPKo,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/Xh1vgIUkJbPKo.gif,dumb and dumber yes GIF,a man sitting at a table,Neutral,Happiness
omexlPoKyRKgM,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/omexlPoKyRKgM.gif,Dirty Dancing GIF,a woman sitting on the floor,Neutral,Sadness
QiLGO93p22Epy,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/QiLGO93p22Epy.gif,Tired Good Night GIF,a little girl sitting on a bed with a teddy bear,Neutral,Sadness
231jfAgZ9N8ac,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/231jfAgZ9N8ac.gif,depressed anthony michael hall GIF,a man sitting in front of a window with a quote on it,Neutral,Sadness
26FLgVAMUwiKY99M4,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/26FLgVAMUwiKY99M4.gif,GIF by HULU,a woman with long hair,Neutral,Happiness
BouHPD3zdVEek,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/BouHPD3zdVEek.gif,star trek poker GIF,a group of people playing poker,Neutral,Happiness
bxRPxJVOfCHNS,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/bxRPxJVOfCHNS.gif,bridesmaids GIF,a woman in a striped dress,Neutral,Happiness
RFRFc3yjQGr04,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/RFRFc3yjQGr04.gif,yo flirting GIF,a woman with sunglasses on talking on a cell,Neutral,Sadness
Z5KFinrsuLQVW,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/Z5KFinrsuLQVW.gif,martin freeman sigh GIF,a man in a red shirt and a woman in a black dress,Neutral,Sadness
FtBw4gIVV6fTO,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/FtBw4gIVV6fTO.gif,Frustrated Toy Story GIF,a cartoon character in a kitchen with a large egg,Neutral,Sadness
ZLNJcUcndjB4s,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/ZLNJcUcndjB4s.gif,Friday The 13Th 80S GIF,a person in a mask with a knife,Neutral,Sadness
G4iTN6BzRaHyU,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/G4iTN6BzRaHyU.gif,titanic GIF,a group of people standing around a boat,Neutral,Sadness
cytMOyTAI5EuDeerqV,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/cytMOyTAI5EuDeerqV.gif,Pop Culture Glitch GIF by Robert Matejcek,a circular image of a black and white background with a rainbow - colored pattern,Neutral,Happiness
26tPeuI0VimunEKdO,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/26tPeuI0VimunEKdO.gif,Macaulay Culkin 90S GIF by Home Alone,a young boy with a red nose and a white shirt,Neutral,Sadness
1aM2NVojAU3GE,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/1aM2NVojAU3GE.gif,sad chloe grace moretz GIF,a woman sitting on a chair in front of a window,Neutral,Sadness
aHl1ghVQG1TdC,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/aHl1ghVQG1TdC.gif,miley cyrus running GIF,a man and woman walking on the beach,Neutral,Happiness
A4Mw5ePRh25Z8oGpgR,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/A4Mw5ePRh25Z8oGpgR.gif,Jim Henson Popcorn GIF by Muppet Wiki,a boy wearing a hat,Neutral,Happiness
qNtZneOGquVxK,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/qNtZneOGquVxK.gif,the silence of the lambs GIF,a man in a suit standing in a room,Neutral,Happiness
UNgNO6cLSYjte,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/UNgNO6cLSYjte.gif,the red shoes GIF,a man and woman in a costume are dancing,Neutral,Happiness
Ch2CxqLmtKM6mjdguo,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/Ch2CxqLmtKM6mjdguo.gif,Were Here Smiling GIF by BuzzFeed,a woman sitting on a chair with a laptop,Neutral,Sadness
pVHFCtH0jYGUU,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/pVHFCtH0jYGUU.gif,mad max GIF,a painting of a man with a knife,Neutral,Happiness
giiywitgl7wMgY3GtO,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/giiywitgl7wMgY3GtO.gif,,the grand budapest hotel,Neutral,Happiness
yJd73I4hdUIGQ,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/yJd73I4hdUIGQ.gif,Home Alone 2 GIF,a man with a beard and a beard,Neutral,Happiness
vwTfxvuiHOi7C,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/vwTfxvuiHOi7C.gif,fight club GIF,a man with a quote on his face,Neutral,Happiness
MWG1gTCynQJA4,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/MWG1gTCynQJA4.gif,suicide squad GIF,a woman with a gun in her hand,Neutral,Sadness
XCopjiQ1O29sA,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/XCopjiQ1O29sA.gif,Sad Bbc GIF,a man in a suit and tie standing in the rain,Neutral,Happiness
b6Rgr2ktXhCww,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/b6Rgr2ktXhCww.gif,shocked john travolta GIF,two men standing next to each other men,Neutral,Happiness
OKttTanTR7bws,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/OKttTanTR7bws.gif,harry potter what GIF,a man with glasses,Neutral,Happiness
BYYlZ1gVn3iNy,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/BYYlZ1gVn3iNy.gif,awkward sorry not sorry GIF,the meanies are all dressed up in cheer uniforms,Happiness,Happiness
TDWwXnAZbp0xW,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/TDWwXnAZbp0xW.gif,Elf Waving GIF,a man taking a picture of a city street,Neutral,Happiness
14nf2BIr9HDUgE,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/14nf2BIr9HDUgE.gif,star trek running GIF,a man in a white suit is standing in a room,Neutral,Happiness
ce66jG3Gcy1UY,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/ce66jG3Gcy1UY.gif,home alone GIF,a woman in a green apron holding a cup,Neutral,Happiness
b3u8anVaWFQ9G,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/b3u8anVaWFQ9G.gif,this is the end boom GIF,a man with a beard,Neutral,Happiness
W9MrmldYlFm5G,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/W9MrmldYlFm5G.gif,sick kirk douglas GIF,a man and woman talking in a room,Neutral,Happiness
TbZ9SAB5Wzgn6,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/TbZ9SAB5Wzgn6.gif,home alone GIF,a long hallway with a man walking down the middle,Neutral,Sadness
rsZXfWjafmRa0,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/rsZXfWjafmRa0.gif,eyes running GIF,a woman is walking down the street with her cell,Neutral,Sadness
8UG1edVCQECic,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/8UG1edVCQECic.gif,chris farley Tommy Callahan GIF,a man standing in front of a red wall,Neutral,Happiness
l3vR5FWuzjnZnfsoE,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/l3vR5FWuzjnZnfsoE.gif,Sad Keke Palmer GIF by BET,a woman is holding a cell phone,Neutral,Sadness
10v3lkyiqrIJ7a,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/10v3lkyiqrIJ7a.gif,post GIF,a woman with long hair,Neutral,Happiness
pnN02f7FZ9psI,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/pnN02f7FZ9psI.gif,adam sandler film GIF,a television with a picture of two men talking,Neutral,Sadness
zQm0rSOmXcDm0,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/zQm0rSOmXcDm0.gif,the sopranos morning GIF,a man walking down a road,Neutral,Happiness
uJESlGbxDPscM,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/uJESlGbxDPscM.gif,harry potter GIF,a group of people jumping in the air,Neutral,Happiness
uP3gruWhesAKxiA00v,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/uP3gruWhesAKxiA00v.gif,Glasgow Film Festival Movie GIF by Signature Entertainment,a woman in a yellow sweater,Neutral,Sadness
a9qNCd2zeCMwM,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/a9qNCd2zeCMwM.gif,i miss you GIF,a woman with long hair,Neutral,Happiness
3o6Ztgta1v4i7pOy3u,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/3o6Ztgta1v4i7pOy3u.gif,karrueche tran crying GIF by BET,a woman sitting on a couch with a pillow,Neutral,Sadness
3ornk7nts29Am5LIfm,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/3ornk7nts29Am5LIfm.gif,Sith Lord Unlimited Power GIF by Star Wars,a man with a white beard,Neutral,Happiness
lTneijCUBou4,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/lTneijCUBou4.gif,Mean Girls Yes GIF,a woman sitting at a table with a drink,Neutral,Sadness
RV012Nn33GmwE,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/RV012Nn33GmwE.gif,yeah GIF,a man and woman are talking in a room,Neutral,Happiness
1cVsdnAKMmfny,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/1cVsdnAKMmfny.gif,ryan reynolds deadpool GIF,a man laying in a hospital bed with a quote on it,Neutral,Sadness
SKhNHgpJzthII,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/SKhNHgpJzthII.gif,happy wizard of oz GIF,the wizard and his friends in the wizard ' s garden,Neutral,Happiness
kCb3Wq8ZOq4WQ,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/kCb3Wq8ZOq4WQ.gif,chris farley GIF,a man in a white shirt,Neutral,Happiness
wIkSRfA6qYy1oAimB5,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/wIkSRfA6qYy1oAimB5.gif,burt reynolds film GIF,a woman and a man in a car,Neutral,Sadness
HqHX4xRIjle48,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/HqHX4xRIjle48.gif,neve campbell film GIF,a girl standing on a couch in front of a window,Neutral,Sadness
dIM73dIp74msM,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/dIM73dIp74msM.gif,GIF by SB Nation,a group of people standing around a cake,Neutral,Happiness
108UOkkYPawnPa,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/108UOkkYPawnPa.gif,sad tom hiddleston GIF,a man in a black shirt and a black jacket,Neutral,Sadness
EYQlopLILSA1O,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/EYQlopLILSA1O.gif,back to the future GIF,a man in a blue jacket holding a cell,Neutral,Sadness
13YILELIsmsRnq,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/13YILELIsmsRnq.gif,embarrassed channing tatum GIF,a man in a blue shirt,Neutral,Happiness
10qknPq1zzwlLW,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/10qknPq1zzwlLW.gif,sitting randal kleiser GIF,a woman with pink hair blowing a bubble,Neutral,Sadness
au879GHBMcvw4,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/au879GHBMcvw4.gif,martial arts peace GIF,two men sitting at a table,Neutral,Sadness
12IH6Dbg7xTvPO,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/12IH6Dbg7xTvPO.gif,Old Man Disney GIF,the hus and the hus of the hus,Neutral,Sadness
11RuG8n1SEkLqo,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/11RuG8n1SEkLqo.gif,Sick Kill Me GIF,a man laying in a hospital bed,Neutral,Sadness
6ZHUmnZdVQB9K,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/6ZHUmnZdVQB9K.gif,Alice In Wonderland Shrug GIF,a cartoon of alice and alice in alice ' s wonderland,Neutral,Happiness
bhG5drYIb6RI4,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/bhG5drYIb6RI4.gif,talking jack black GIF,a man in a blue shirt and white pants,Neutral,Happiness
aFsZYg7iN7Q7C,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/aFsZYg7iN7Q7C.gif,the life aquatic with steve zissou running GIF,a group of people running on the beach,Neutral,Sadness
in9BMG2gESo5q,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/in9BMG2gESo5q.gif,france watch GIF,"the cover of the album, ' the night is coming '",Neutral,Happiness
