GIF_ID,File_Name,Caption,Enhanced_Caption
HLsevXffIdQqI,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/HLsevXffIdQqI.gif,frozen trailers GIF,a woman in a purple sweater
IImnQWkEDwYzC,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/IImnQWkEDwYzC.gif,tom hanks quote GIF,a man holding a gun
1Mng0gXC5Tpcs,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/1Mng0gXC5Tpcs.gif,doctor who dancing GIF by Cheezburger,a robot in a field
bo5pJyxUr3R9C,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/bo5pJyxUr3R9C.gif,Ryan Gosling Drive GIF,a man in a white jacket with yellow paint on his back
kVA5mbyY6Z6AU,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/kVA5mbyY6Z6AU.gif,Reaction GIF,a man with a black hat and a black shirt
3o7abBAEIlO4kWucQ8,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/3o7abBAEIlO4kWucQ8.gif,Movie GIF by Star Wars,a yoorm sitting in a chair
6U6sno5AkUsOQ,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/6U6sno5AkUsOQ.gif,Shocked Disney GIF,a white stuffed bird
liUBWvASzqP0k,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/liUBWvASzqP0k.gif,Jimmy Fallon Hello GIF,a woman with a ring on her finger
DliyTFVc86qgE,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/DliyTFVc86qgE.gif,dirty harry GIF,a man with a quote on his face
d2Z7rMZnwEzolYQ0,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/d2Z7rMZnwEzolYQ0.gif,90S Catherine Ohara GIF by Home Alone,a bed with a red blanket
Jr7YlhsCbwZDG,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/Jr7YlhsCbwZDG.gif,Sorry GIF,a woman with blonde hair
io3Y035fPzJKM,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/io3Y035fPzJKM.gif,ferris buellers day off cough GIF,a young man in a red sweater
gZq7GstcdqVXi,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/gZq7GstcdqVXi.gif,Excited Katy Perry GIF by Katy Perry GIF Party,a woman with pink hair and a black shirt
12bO6mIZRgRHKU,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/12bO6mIZRgRHKU.gif,friends GIF,a man in a towel and a towel on his head
c35RMDO6luMaQ,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/c35RMDO6luMaQ.gif,Mr Bean GIF,a man in a suit and tie sitting on a train
jzW66XbRwIePK,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/jzW66XbRwIePK.gif,waynes world comedy GIF,a woman with blonde hair
3o85xzYIHuDl00se3K,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/3o85xzYIHuDl00se3K.gif, ,a group of people sitting around a table
vzpy2NjOKdeyk,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/vzpy2NjOKdeyk.gif,sad jon stewart GIF,a man sitting on a couch with a teddy bear
44p9S3IjhXjdS,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/44p9S3IjhXjdS.gif,ace ventura GIF,a man in a white shirt
EWdsP9gHR9OFy,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/EWdsP9gHR9OFy.gif,Mad Emma Stone GIF,a woman with a surprised expression in a movie
vhfXOHbsMSY8g,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/vhfXOHbsMSY8g.gif,johnny depp goodbye GIF,a man with a black hair and a white face
hsAJkbDnO8avm,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/hsAJkbDnO8avm.gif,Home Alone Pepsi GIF,a group of people sitting around a table
z1cfTvIuE3bry,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/z1cfTvIuE3bry.gif,weird science GIF,a man wearing a baseball cap
gsfQaYI6szUtO,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/gsfQaYI6szUtO.gif,unimpressed james bond GIF,a man in a suit and tie standing in a room
Xh1vgIUkJbPKo,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/Xh1vgIUkJbPKo.gif,dumb and dumber yes GIF,a man sitting at a table
omexlPoKyRKgM,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/omexlPoKyRKgM.gif,Dirty Dancing GIF,a woman sitting on the floor
QiLGO93p22Epy,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/QiLGO93p22Epy.gif,Tired Good Night GIF,a little girl sitting on a bed with a teddy bear
231jfAgZ9N8ac,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/231jfAgZ9N8ac.gif,depressed anthony michael hall GIF,a man sitting in front of a window with a quote on it
26FLgVAMUwiKY99M4,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/26FLgVAMUwiKY99M4.gif,GIF by HULU,a woman with long hair
BouHPD3zdVEek,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/BouHPD3zdVEek.gif,star trek poker GIF,a group of people playing poker
bxRPxJVOfCHNS,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/bxRPxJVOfCHNS.gif,bridesmaids GIF,a woman in a striped dress
RFRFc3yjQGr04,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/RFRFc3yjQGr04.gif,yo flirting GIF,a woman with sunglasses on talking on a cell
Z5KFinrsuLQVW,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/Z5KFinrsuLQVW.gif,martin freeman sigh GIF,a man in a red shirt and a woman in a black dress
FtBw4gIVV6fTO,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/FtBw4gIVV6fTO.gif,Frustrated Toy Story GIF,a cartoon character in a kitchen with a large egg
ZLNJcUcndjB4s,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/ZLNJcUcndjB4s.gif,Friday The 13Th 80S GIF,a person in a mask with a knife
G4iTN6BzRaHyU,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/G4iTN6BzRaHyU.gif,titanic GIF,a group of people standing around a boat
cytMOyTAI5EuDeerqV,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/cytMOyTAI5EuDeerqV.gif,Pop Culture Glitch GIF by Robert Matejcek,a circular image of a black and white background with a rainbow - colored pattern
26tPeuI0VimunEKdO,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/26tPeuI0VimunEKdO.gif,Macaulay Culkin 90S GIF by Home Alone,a young boy with a red nose and a white shirt
1aM2NVojAU3GE,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/1aM2NVojAU3GE.gif,sad chloe grace moretz GIF,a woman sitting on a chair in front of a window
aHl1ghVQG1TdC,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/aHl1ghVQG1TdC.gif,miley cyrus running GIF,a man and woman walking on the beach
A4Mw5ePRh25Z8oGpgR,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/A4Mw5ePRh25Z8oGpgR.gif,Jim Henson Popcorn GIF by Muppet Wiki,a boy wearing a hat
qNtZneOGquVxK,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/qNtZneOGquVxK.gif,the silence of the lambs GIF,a man in a suit standing in a room
UNgNO6cLSYjte,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/UNgNO6cLSYjte.gif,the red shoes GIF,a man and woman in a costume are dancing
Ch2CxqLmtKM6mjdguo,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/Ch2CxqLmtKM6mjdguo.gif,Were Here Smiling GIF by BuzzFeed,a woman sitting on a chair with a laptop
pVHFCtH0jYGUU,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/pVHFCtH0jYGUU.gif,mad max GIF,a painting of a man with a knife
giiywitgl7wMgY3GtO,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/giiywitgl7wMgY3GtO.gif,,the grand budapest hotel
yJd73I4hdUIGQ,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/yJd73I4hdUIGQ.gif,Home Alone 2 GIF,a man with a beard and a beard
vwTfxvuiHOi7C,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/vwTfxvuiHOi7C.gif,fight club GIF,a man with a quote on his face
MWG1gTCynQJA4,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/MWG1gTCynQJA4.gif,suicide squad GIF,a woman with a gun in her hand
XCopjiQ1O29sA,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/XCopjiQ1O29sA.gif,Sad Bbc GIF,a man in a suit and tie standing in the rain
b6Rgr2ktXhCww,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/b6Rgr2ktXhCww.gif,shocked john travolta GIF,two men standing next to each other men
OKttTanTR7bws,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/OKttTanTR7bws.gif,harry potter what GIF,a man with glasses
BYYlZ1gVn3iNy,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/BYYlZ1gVn3iNy.gif,awkward sorry not sorry GIF,the meanies are all dressed up in cheer uniforms
TDWwXnAZbp0xW,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/TDWwXnAZbp0xW.gif,Elf Waving GIF,a man taking a picture of a city street
14nf2BIr9HDUgE,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/14nf2BIr9HDUgE.gif,star trek running GIF,a man in a white suit is standing in a room
ce66jG3Gcy1UY,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/ce66jG3Gcy1UY.gif,home alone GIF,a woman in a green apron holding a cup
b3u8anVaWFQ9G,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/b3u8anVaWFQ9G.gif,this is the end boom GIF,a man with a beard
W9MrmldYlFm5G,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/W9MrmldYlFm5G.gif,sick kirk douglas GIF,a man and woman talking in a room
TbZ9SAB5Wzgn6,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/TbZ9SAB5Wzgn6.gif,home alone GIF,a long hallway with a man walking down the middle
rsZXfWjafmRa0,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/rsZXfWjafmRa0.gif,eyes running GIF,a woman is walking down the street with her cell
8UG1edVCQECic,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/8UG1edVCQECic.gif,chris farley Tommy Callahan GIF,a man standing in front of a red wall
l3vR5FWuzjnZnfsoE,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/l3vR5FWuzjnZnfsoE.gif,Sad Keke Palmer GIF by BET,a woman is holding a cell phone
10v3lkyiqrIJ7a,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/10v3lkyiqrIJ7a.gif,post GIF,a woman with long hair
pnN02f7FZ9psI,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/pnN02f7FZ9psI.gif,adam sandler film GIF,a television with a picture of two men talking
zQm0rSOmXcDm0,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/zQm0rSOmXcDm0.gif,the sopranos morning GIF,a man walking down a road
uJESlGbxDPscM,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/uJESlGbxDPscM.gif,harry potter GIF,a group of people jumping in the air
uP3gruWhesAKxiA00v,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/uP3gruWhesAKxiA00v.gif,Glasgow Film Festival Movie GIF by Signature Entertainment,a woman in a yellow sweater
a9qNCd2zeCMwM,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/a9qNCd2zeCMwM.gif,i miss you GIF,a woman with long hair
3o6Ztgta1v4i7pOy3u,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/3o6Ztgta1v4i7pOy3u.gif,karrueche tran crying GIF by BET,a woman sitting on a couch with a pillow
3ornk7nts29Am5LIfm,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/3ornk7nts29Am5LIfm.gif,Sith Lord Unlimited Power GIF by Star Wars,a man with a white beard
lTneijCUBou4,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/lTneijCUBou4.gif,Mean Girls Yes GIF,a woman sitting at a table with a drink
RV012Nn33GmwE,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/RV012Nn33GmwE.gif,yeah GIF,a man and woman are talking in a room
1cVsdnAKMmfny,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/1cVsdnAKMmfny.gif,ryan reynolds deadpool GIF,a man laying in a hospital bed with a quote on it
SKhNHgpJzthII,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/SKhNHgpJzthII.gif,happy wizard of oz GIF,the wizard and his friends in the wizard ' s garden
kCb3Wq8ZOq4WQ,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/kCb3Wq8ZOq4WQ.gif,chris farley GIF,a man in a white shirt
wIkSRfA6qYy1oAimB5,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/wIkSRfA6qYy1oAimB5.gif,burt reynolds film GIF,a woman and a man in a car
HqHX4xRIjle48,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/HqHX4xRIjle48.gif,neve campbell film GIF,a girl standing on a couch in front of a window
dIM73dIp74msM,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/dIM73dIp74msM.gif,GIF by SB Nation,a group of people standing around a cake
108UOkkYPawnPa,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/108UOkkYPawnPa.gif,sad tom hiddleston GIF,a man in a black shirt and a black jacket
EYQlopLILSA1O,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/EYQlopLILSA1O.gif,back to the future GIF,a man in a blue jacket holding a cell
13YILELIsmsRnq,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/13YILELIsmsRnq.gif,embarrassed channing tatum GIF,a man in a blue shirt
10qknPq1zzwlLW,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/10qknPq1zzwlLW.gif,sitting randal kleiser GIF,a woman with pink hair blowing a bubble
au879GHBMcvw4,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/au879GHBMcvw4.gif,martial arts peace GIF,two men sitting at a table
12IH6Dbg7xTvPO,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/12IH6Dbg7xTvPO.gif,Old Man Disney GIF,the hus and the hus of the hus
11RuG8n1SEkLqo,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/11RuG8n1SEkLqo.gif,Sick Kill Me GIF,a man laying in a hospital bed
6ZHUmnZdVQB9K,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/6ZHUmnZdVQB9K.gif,Alice In Wonderland Shrug GIF,a cartoon of alice and alice in alice ' s wonderland
bhG5drYIb6RI4,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/bhG5drYIb6RI4.gif,talking jack black GIF,a man in a blue shirt and white pants
aFsZYg7iN7Q7C,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/aFsZYg7iN7Q7C.gif,the life aquatic with steve zissou running GIF,a group of people running on the beach
in9BMG2gESo5q,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/in9BMG2gESo5q.gif,france watch GIF,"the cover of the album, ' the night is coming '"
